;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV
;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX
Price Date;01/01/2020;01/02/2020;01/03/2020;01/04/2020;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023;01/05/2023;01/06/2023;01/07/2023;01/08/2023;01/09/2023;01/10/2023;01/11/2023;01/12/2023;01/01/2024;01/02/2024;01/03/2024;01/04/2024;01/05/2024;01/06/2024;01/07/2024;01/08/2024;01/09/2024;01/10/2024;01/11/2024;01/12/2024;01/01/2025;01/02/2025;01/03/2025;01/04/2025;01/05/2025;01/06/2025;01/07/2025;01/08/2025;01/09/2025;01/10/2025;01/11/2025;01/12/2025;01/01/2026;01/02/2026;01/03/2026;01/04/2026;01/05/2026;01/06/2026;01/07/2026;01/08/2026;01/09/2026;01/10/2026;01/11/2026;01/12/2026;01/01/2027;01/02/2027;01/03/2027;01/04/2027;01/05/2027;01/06/2027
18/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1913;1,1917;1,1925;1,1933;1,194;1,1948;1,1956;1,1964;1,1972;1,198;1,1989;1,1998;1,2007;1,2016;1,2024;1,2033;1,2043;1,2054;1,2065;1,2074;1,2084;1,2094;1,2104;1,2113;1,2123;1,2139;1,2156;1,2173;1,2191;1,221;1,2228;1,2247;1,2265;1,2284;1,2302;1,2321;1,2339;1,2358;1,2377;1,2395;1,2414;1,2432;1,2451;1,2469;1,2488;1,2506;1,2525;1,2543;1,2561;1,258;1,2598;1,2617;1,2636;1,2654;1,2673;1,2691;1,271;1,2728;1,2747;1,2765;1,2783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1908;1,1911;1,1919;1,1927;1,1934;1,1942;1,195;1,1958;1,1966;1,1974;1,1983;1,1993;1,2002;1,201;1,2019;1,2028;1,2038;1,2049;1,206;1,2069;1,2079;1,2089;1,2098;1,2108;1,2117;1,2134;1,2152;1,2169;1,2188;1,2207;1,2226;1,2245;1,2264;1,2282;1,2301;1,232;1,2339;1,2359;1,2378;1,2397;1,2416;1,2435;1,2455;1,2474;1,2493;1,2512;1,253;1,2549;1,2568;1,2587;1,2606;1,2625;1,2644;1,2664;1,2683;1,2702;1,2721;1,274;1,2759;1,2777;1,2796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1908;1,1911;1,1919;1,1927;1,1934;1,1942;1,195;1,1958;1,1966;1,1974;1,1983;1,1993;1,2002;1,201;1,2019;1,2028;1,2038;1,2049;1,206;1,2069;1,2079;1,2089;1,2098;1,2108;1,2117;1,2134;1,2152;1,2169;1,2188;1,2207;1,2226;1,2245;1,2264;1,2282;1,2301;1,232;1,2339;1,2359;1,2378;1,2397;1,2416;1,2435;1,2455;1,2474;1,2493;1,2512;1,253;1,2549;1,2568;1,2587;1,2606;1,2625;1,2644;1,2664;1,2683;1,2702;1,2721;1,274;1,2759;1,2777;1,2796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1908;1,1911;1,1919;1,1927;1,1934;1,1942;1,195;1,1958;1,1966;1,1974;1,1983;1,1993;1,2002;1,201;1,2019;1,2028;1,2038;1,2049;1,206;1,2069;1,2079;1,2089;1,2098;1,2108;1,2117;1,2134;1,2152;1,2169;1,2188;1,2207;1,2226;1,2245;1,2264;1,2282;1,2301;1,232;1,2339;1,2359;1,2378;1,2397;1,2416;1,2435;1,2455;1,2474;1,2493;1,2512;1,253;1,2549;1,2568;1,2587;1,2606;1,2625;1,2644;1,2664;1,2683;1,2702;1,2721;1,274;1,2759;1,2777;1,2796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1942;1,1945;1,1953;1,196;1,1968;1,1976;1,1984;1,1991;1,1999;1,2007;1,2017;1,2027;1,2037;1,2045;1,2053;1,2061;1,2072;1,2083;1,2094;1,2104;1,2114;1,2124;1,2134;1,2144;1,2153;1,217;1,2187;1,2204;1,2223;1,2242;1,226;1,2279;1,2298;1,2317;1,2336;1,2355;1,2373;1,2392;1,2412;1,2431;1,245;1,2469;1,2488;1,2506;1,2525;1,2544;1,2562;1,2581;1,26;1,2619;1,2638;1,2657;1,2676;1,2695;1,2714;1,2733;1,2751;1,277;1,2789;1,2808;1,2826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1852;1,1854;1,1862;1,187;1,1877;1,1885;1,1893;1,1901;1,1909;1,1917;1,1926;1,1936;1,1945;1,1954;1,1963;1,1973;1,1983;1,1993;1,2003;1,2013;1,2023;1,2032;1,2042;1,2051;1,2061;1,2077;1,2093;1,211;1,2128;1,2147;1,2165;1,2183;1,2202;1,222;1,2239;1,2257;1,2276;1,2294;1,2313;1,2332;1,235;1,2369;1,2388;1,2406;1,2425;1,2443;1,2461;1,2479;1,2498;1,2516;1,2535;1,2554;1,2572;1,2591;1,261;1,2628;1,2646;1,2665;1,2683;1,2702;1,272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1822;1,1824;1,1832;1,1839;1,1847;1,1855;1,1862;1,187;1,1878;1,1886;1,1896;1,1905;1,1914;1,1924;1,1933;1,1942;1,1952;1,1962;1,1972;1,1982;1,1992;1,2001;1,2011;1,202;1,203;1,2046;1,2062;1,2079;1,2097;1,2115;1,2134;1,2152;1,2171;1,2189;1,2207;1,2226;1,2244;1,2263;1,2282;1,23;1,2319;1,2337;1,2356;1,2374;1,2393;1,2411;1,243;1,2448;1,2466;1,2485;1,2503;1,2522;1,254;1,2559;1,2578;1,2596;1,2614;1,2633;1,2651;1,2669;1,2687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1776;1,1778;1,1785;1,1793;1,18;1,1808;1,1816;1,1824;1,1832;1,184;1,1849;1,1859;1,1868;1,1877;1,1886;1,1896;1,1906;1,1916;1,1926;1,1935;1,1945;1,1954;1,1964;1,1973;1,1983;1,1999;1,2015;1,2032;1,205;1,2069;1,2087;1,2106;1,2124;1,2143;1,2162;1,218;1,2199;1,2218;1,2237;1,2256;1,2274;1,2293;1,2312;1,233;1,2349;1,2368;1,2386;1,2405;1,2423;1,2442;1,2461;1,2479;1,2498;1,2517;1,2536;1,2555;1,2573;1,2592;1,261;1,2629;1,2647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1789;1,1791;1,1799;1,1806;1,1814;1,1822;1,183;1,1838;1,1846;1,1853;1,1863;1,1873;1,1883;1,1891;1,19;1,1909;1,1919;1,1929;1,1939;1,1949;1,1959;1,1969;1,1978;1,1988;1,1997;1,2014;1,203;1,2046;1,2065;1,2083;1,2102;1,2121;1,2139;1,2158;1,2177;1,2195;1,2214;1,2233;1,2252;1,2271;1,229;1,2308;1,2327;1,2346;1,2365;1,2384;1,2402;1,2421;1,2439;1,2458;1,2477;1,2496;1,2515;1,2534;1,2552;1,2571;1,259;1,2608;1,2627;1,2646;1,2664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1789;1,1791;1,1799;1,1806;1,1814;1,1822;1,183;1,1838;1,1846;1,1853;1,1863;1,1873;1,1883;1,1891;1,19;1,1909;1,1919;1,1929;1,1939;1,1949;1,1959;1,1969;1,1978;1,1988;1,1997;1,2014;1,203;1,2046;1,2065;1,2083;1,2102;1,2121;1,2139;1,2158;1,2177;1,2195;1,2214;1,2233;1,2252;1,2271;1,229;1,2308;1,2327;1,2346;1,2365;1,2384;1,2402;1,2421;1,2439;1,2458;1,2477;1,2496;1,2515;1,2534;1,2552;1,2571;1,259;1,2608;1,2627;1,2646;1,2664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1789;1,1791;1,1799;1,1806;1,1814;1,1822;1,183;1,1838;1,1846;1,1853;1,1863;1,1873;1,1883;1,1891;1,19;1,1909;1,1919;1,1929;1,1939;1,1949;1,1959;1,1969;1,1978;1,1988;1,1997;1,2014;1,203;1,2046;1,2065;1,2083;1,2102;1,2121;1,2139;1,2158;1,2177;1,2195;1,2214;1,2233;1,2252;1,2271;1,229;1,2308;1,2327;1,2346;1,2365;1,2384;1,2402;1,2421;1,2439;1,2458;1,2477;1,2496;1,2515;1,2534;1,2552;1,2571;1,259;1,2608;1,2627;1,2646;1,2664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1763;1,1764;1,1772;1,178;1,1787;1,1795;1,1803;1,1811;1,1819;1,1827;1,1837;1,1846;1,1856;1,1865;1,1874;1,1883;1,1893;1,1903;1,1913;1,1923;1,1932;1,1942;1,1952;1,1961;1,1971;1,1987;1,2003;1,202;1,2039;1,2058;1,2077;1,2096;1,2115;1,2134;1,2153;1,2172;1,2191;1,221;1,2229;1,2248;1,2268;1,2287;1,2306;1,2325;1,2344;1,2363;1,2382;1,2401;1,242;1,2439;1,2458;1,2478;1,2497;1,2516;1,2535;1,2554;1,2573;1,2592;1,2611;1,263;1,2649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1717;1,1717;1,1725;1,1733;1,174;1,1748;1,1756;1,1765;1,1773;1,1781;1,1791;1,1801;1,1811;1,1819;1,1828;1,1836;1,1847;1,1857;1,1868;1,1878;1,1888;1,1898;1,1907;1,1917;1,1926;1,1943;1,1959;1,1975;1,1994;1,2013;1,2032;1,2051;1,2071;1,209;1,2109;1,2128;1,2147;1,2167;1,2186;1,2206;1,2225;1,2245;1,2264;1,2283;1,2302;1,2322;1,234;1,2359;1,2378;1,2398;1,2417;1,2437;1,2456;1,2475;1,2495;1,2514;1,2533;1,2552;1,2571;1,259;1,2609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/03/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1724;1,1724;1,1732;1,1739;1,1746;1,1755;1,1763;1,1771;1,1779;1,1787;1,1797;1,1807;1,1817;1,1825;1,1834;1,1842;1,1853;1,1864;1,1875;1,1885;1,1895;1,1906;1,1915;1,1925;1,1935;1,1951;1,1967;1,1984;1,2003;1,2022;1,2042;1,2061;1,2081;1,21;1,212;1,2139;1,2159;1,2178;1,2198;1,2218;1,2237;1,2257;1,2277;1,2296;1,2316;1,2335;1,2355;1,2374;1,2393;1,2413;1,2433;1,2452;1,2472;1,2492;1,2512;1,2531;1,2551;1,257;1,2589;1,2609;1,2628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,177;1,1778;1,1785;1,1793;1,1801;1,1808;1,1817;1,1825;1,1833;1,1843;1,1853;1,1863;1,1871;1,188;1,1889;1,19;1,1911;1,1922;1,1932;1,1942;1,1953;1,1963;1,1973;1,1983;1,1999;1,2015;1,2031;1,205;1,2069;1,2089;1,2108;1,2128;1,2147;1,2167;1,2187;1,2206;1,2226;1,2245;1,2265;1,2285;1,2305;1,2325;1,2344;1,2364;1,2383;1,2403;1,2422;1,2442;1,2461;1,2481;1,2501;1,2521;1,2541;1,256;1,258;1,2599;1,2619;1,2638;1,2658;1,2677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,177;1,1778;1,1785;1,1793;1,1801;1,1808;1,1817;1,1825;1,1833;1,1843;1,1853;1,1863;1,1871;1,188;1,1889;1,19;1,1911;1,1922;1,1932;1,1942;1,1953;1,1963;1,1973;1,1983;1,1999;1,2015;1,2031;1,205;1,2069;1,2089;1,2108;1,2128;1,2147;1,2167;1,2187;1,2206;1,2226;1,2245;1,2265;1,2285;1,2305;1,2325;1,2344;1,2364;1,2383;1,2403;1,2422;1,2442;1,2461;1,2481;1,2501;1,2521;1,2541;1,256;1,258;1,2599;1,2619;1,2638;1,2658;1,2677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,177;1,1778;1,1785;1,1793;1,1801;1,1808;1,1817;1,1825;1,1833;1,1843;1,1853;1,1863;1,1871;1,188;1,1889;1,19;1,1911;1,1922;1,1932;1,1942;1,1953;1,1963;1,1973;1,1983;1,1999;1,2015;1,2031;1,205;1,2069;1,2089;1,2108;1,2128;1,2147;1,2167;1,2187;1,2206;1,2226;1,2245;1,2265;1,2285;1,2305;1,2325;1,2344;1,2364;1,2383;1,2403;1,2422;1,2442;1,2461;1,2481;1,2501;1,2521;1,2541;1,256;1,258;1,2599;1,2619;1,2638;1,2658;1,2677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,177;1,1778;1,1785;1,1793;1,1801;1,1808;1,1817;1,1825;1,1833;1,1843;1,1853;1,1863;1,1871;1,188;1,1889;1,19;1,1911;1,1922;1,1932;1,1942;1,1953;1,1963;1,1973;1,1983;1,1999;1,2015;1,2031;1,205;1,2069;1,2089;1,2108;1,2128;1,2147;1,2167;1,2187;1,2206;1,2226;1,2245;1,2265;1,2285;1,2305;1,2325;1,2344;1,2364;1,2383;1,2403;1,2422;1,2442;1,2461;1,2481;1,2501;1,2521;1,2541;1,256;1,258;1,2599;1,2619;1,2638;1,2658;1,2677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1811;1,1818;1,1826;1,1833;1,1842;1,185;1,1858;1,1866;1,1873;1,1883;1,1893;1,1903;1,1912;1,1921;1,193;1,1941;1,1953;1,1964;1,1975;1,1986;1,1996;1,2007;1,2017;1,2027;1,2044;1,206;1,2076;1,2096;1,2115;1,2135;1,2155;1,2175;1,2194;1,2214;1,2234;1,2254;1,2274;1,2294;1,2314;1,2334;1,2354;1,2375;1,2394;1,2414;1,2434;1,2454;1,2473;1,2493;1,2513;1,2533;1,2553;1,2573;1,2593;1,2613;1,2633;1,2653;1,2673;1,2692;1,2712;1,2732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,187;1,1877;1,1884;1,1892;1,19;1,1908;1,1916;1,1924;1,1932;1,1942;1,1952;1,1962;1,1971;1,198;1,1988;1,2;1,2011;1,2023;1,2033;1,2044;1,2054;1,2065;1,2075;1,2085;1,2101;1,2117;1,2133;1,2152;1,2171;1,219;1,2209;1,2228;1,2247;1,2267;1,2286;1,2305;1,2325;1,2344;1,2364;1,2383;1,2403;1,2422;1,2441;1,2461;1,248;1,2499;1,2518;1,2537;1,2556;1,2576;1,2595;1,2615;1,2634;1,2654;1,2673;1,2692;1,2712;1,2731;1,275;1,2769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1865;1,1871;1,1879;1,1887;1,1895;1,1903;1,1911;1,1918;1,1926;1,1936;1,1946;1,1956;1,1965;1,1974;1,1983;1,1994;1,2005;1,2016;1,2026;1,2037;1,2047;1,2057;1,2067;1,2077;1,2093;1,2109;1,2125;1,2143;1,2162;1,2181;1,22;1,2219;1,2238;1,2257;1,2276;1,2295;1,2315;1,2334;1,2353;1,2372;1,2392;1,2411;1,243;1,2449;1,2468;1,2487;1,2506;1,2525;1,2544;1,2563;1,2583;1,2602;1,2621;1,264;1,2659;1,2679;1,2698;1,2716;1,2735;1,2754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1916;1,1922;1,193;1,1937;1,1945;1,1953;1,1961;1,1969;1,1977;1,1987;1,1997;1,2007;1,2016;1,2025;1,2034;1,2045;1,2055;1,2066;1,2077;1,2087;1,2097;1,2107;1,2117;1,2127;1,2143;1,2158;1,2174;1,2193;1,2211;1,223;1,2249;1,2268;1,2287;1,2306;1,2325;1,2344;1,2363;1,2382;1,2401;1,2421;1,244;1,2459;1,2478;1,2497;1,2516;1,2535;1,2554;1,2572;1,2592;1,2611;1,263;1,2649;1,2669;1,2688;1,2707;1,2726;1,2745;1,2764;1,2782;1,2801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1902;1,1907;1,1915;1,1923;1,1931;1,1939;1,1947;1,1955;1,1963;1,1973;1,1982;1,1992;1,2001;1,201;1,2019;1,2029;1,204;1,2051;1,2061;1,2071;1,2082;1,2092;1,2102;1,2111;1,2127;1,2142;1,2158;1,2176;1,2194;1,2213;1,2232;1,2251;1,2269;1,2288;1,2307;1,2326;1,2345;1,2364;1,2383;1,2402;1,2421;1,244;1,2459;1,2478;1,2497;1,2515;1,2534;1,2553;1,2572;1,2591;1,261;1,2629;1,2648;1,2667;1,2686;1,2704;1,2723;1,2742;1,2761;1,2779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1902;1,1907;1,1915;1,1923;1,1931;1,1939;1,1947;1,1955;1,1963;1,1973;1,1982;1,1992;1,2001;1,201;1,2019;1,2029;1,204;1,2051;1,2061;1,2071;1,2082;1,2092;1,2102;1,2111;1,2127;1,2142;1,2158;1,2176;1,2194;1,2213;1,2232;1,2251;1,2269;1,2288;1,2307;1,2326;1,2345;1,2364;1,2383;1,2402;1,2421;1,244;1,2459;1,2478;1,2497;1,2515;1,2534;1,2553;1,2572;1,2591;1,261;1,2629;1,2648;1,2667;1,2686;1,2704;1,2723;1,2742;1,2761;1,2779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1902;1,1907;1,1915;1,1923;1,1931;1,1939;1,1947;1,1955;1,1963;1,1973;1,1982;1,1992;1,2001;1,201;1,2019;1,2029;1,204;1,2051;1,2061;1,2071;1,2082;1,2092;1,2102;1,2111;1,2127;1,2142;1,2158;1,2176;1,2194;1,2213;1,2232;1,2251;1,2269;1,2288;1,2307;1,2326;1,2345;1,2364;1,2383;1,2402;1,2421;1,244;1,2459;1,2478;1,2497;1,2515;1,2534;1,2553;1,2572;1,2591;1,261;1,2629;1,2648;1,2667;1,2686;1,2704;1,2723;1,2742;1,2761;1,2779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1905;1,1909;1,1917;1,1925;1,1933;1,1941;1,1949;1,1956;1,1964;1,1974;1,1984;1,1994;1,2003;1,2012;1,2021;1,2031;1,2042;1,2053;1,2063;1,2074;1,2084;1,2094;1,2104;1,2114;1,2129;1,2145;1,216;1,2179;1,2198;1,2216;1,2235;1,2254;1,2273;1,2292;1,2312;1,2331;1,235;1,2369;1,2388;1,2408;1,2427;1,2446;1,2465;1,2484;1,2503;1,2522;1,2541;1,2559;1,2579;1,2598;1,2617;1,2636;1,2656;1,2675;1,2694;1,2713;1,2732;1,2751;1,277;1,2789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1946;1,195;1,1958;1,1966;1,1974;1,1982;1,199;1,1998;1,2006;1,2016;1,2025;1,2035;1,2044;1,2053;1,2062;1,2072;1,2082;1,2093;1,2103;1,2113;1,2123;1,2133;1,2142;1,2152;1,2167;1,2182;1,2196;1,2214;1,2232;1,225;1,2268;1,2287;1,2305;1,2323;1,2341;1,2359;1,2378;1,2396;1,2415;1,2433;1,2452;1,247;1,2488;1,2507;1,2525;1,2543;1,2561;1,2579;1,2597;1,2616;1,2634;1,2653;1,2671;1,269;1,2708;1,2726;1,2745;1,2763;1,2781;1,2799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1971;1,1975;1,1983;1,199;1,1998;1,2006;1,2014;1,2022;1,203;1,204;1,205;1,2059;1,2068;1,2077;1,2086;1,2096;1,2106;1,2116;1,2126;1,2136;1,2146;1,2156;1,2166;1,2176;1,219;1,2204;1,2219;1,2236;1,2254;1,2271;1,2289;1,2306;1,2324;1,2342;1,2359;1,2377;1,2395;1,2413;1,2431;1,2449;1,2467;1,2485;1,2503;1,252;1,2538;1,2556;1,2573;1,2591;1,2609;1,2626;1,2644;1,2662;1,268;1,2698;1,2716;1,2734;1,2751;1,2769;1,2787;1,2804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1974;1,1978;1,1986;1,1993;1,2001;1,2009;1,2017;1,2025;1,2033;1,2042;1,2052;1,2062;1,207;1,2079;1,2088;1,2098;1,2108;1,2119;1,2129;1,2138;1,2148;1,2158;1,2168;1,2177;1,2191;1,2205;1,2219;1,2236;1,2253;1,227;1,2287;1,2304;1,2321;1,2339;1,2356;1,2373;1,239;1,2408;1,2425;1,2442;1,246;1,2477;1,2494;1,2512;1,2529;1,2546;1,2563;1,258;1,2597;1,2615;1,2632;1,2649;1,2667;1,2684;1,2701;1,2718;1,2736;1,2753;1,277;1,2787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1978;1,1981;1,1989;1,1997;1,2005;1,2013;1,2021;1,2029;1,2036;1,2046;1,2056;1,2066;1,2074;1,2083;1,2092;1,2102;1,2112;1,2122;1,2132;1,2142;1,2152;1,2162;1,2171;1,2181;1,2195;1,2209;1,2223;1,224;1,2257;1,2273;1,2291;1,2308;1,2325;1,2343;1,236;1,2377;1,2395;1,2412;1,2429;1,2447;1,2464;1,2482;1,2499;1,2517;1,2534;1,2551;1,2568;1,2585;1,2602;1,262;1,2637;1,2655;1,2672;1,269;1,2707;1,2724;1,2742;1,2759;1,2776;1,2793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1974;1,1978;1,1986;1,1993;1,2001;1,2009;1,2017;1,2025;1,2033;1,2042;1,2052;1,2062;1,207;1,2079;1,2088;1,2098;1,2108;1,2119;1,2129;1,2138;1,2148;1,2158;1,2168;1,2177;1,2191;1,2205;1,2219;1,2236;1,2253;1,227;1,2287;1,2304;1,2321;1,2339;1,2356;1,2373;1,239;1,2408;1,2425;1,2442;1,246;1,2477;1,2494;1,2512;1,2529;1,2546;1,2563;1,258;1,2597;1,2615;1,2632;1,2649;1,2667;1,2684;1,2701;1,2718;1,2736;1,2753;1,277;1,2787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1978;1,1981;1,1989;1,1997;1,2005;1,2013;1,2021;1,2029;1,2036;1,2046;1,2056;1,2066;1,2074;1,2083;1,2092;1,2102;1,2112;1,2122;1,2132;1,2142;1,2152;1,2162;1,2171;1,2181;1,2195;1,2209;1,2223;1,224;1,2257;1,2273;1,2291;1,2308;1,2325;1,2343;1,236;1,2377;1,2395;1,2412;1,2429;1,2447;1,2464;1,2482;1,2499;1,2517;1,2534;1,2551;1,2568;1,2585;1,2602;1,262;1,2637;1,2655;1,2672;1,269;1,2707;1,2724;1,2742;1,2759;1,2776;1,2793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2018;1,203;1,205;1,2058;1,2066;1,2073;1,2081;1,2089;1,2097;1,2107;1,2116;1,2126;1,2135;1,2144;1,2152;1,2162;1,2172;1,2182;1,2192;1,2201;1,2211;1,222;1,223;1,2239;1,2253;1,2267;1,228;1,2297;1,2313;1,233;1,2347;1,2364;1,2381;1,2398;1,2415;1,2432;1,2449;1,2466;1,2484;1,2501;1,2518;1,2535;1,2552;1,2569;1,2586;1,2603;1,262;1,2637;1,2654;1,2671;1,2689;1,2706;1,2723;1,274;1,2757;1,2774;1,2791;1,2808;1,2825;1,2842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,203;1,2033;1,2041;1,2049;1,2057;1,2065;1,2072;1,208;1,2088;1,2098;1,2107;1,2117;1,2125;1,2134;1,2143;1,2153;1,2163;1,2173;1,2182;1,2192;1,2201;1,2211;1,222;1,223;1,2243;1,2256;1,227;1,2286;1,2303;1,2319;1,2336;1,2353;1,237;1,2387;1,2404;1,2421;1,2438;1,2455;1,2472;1,2489;1,2506;1,2523;1,254;1,2557;1,2574;1,259;1,2607;1,2624;1,2641;1,2658;1,2675;1,2692;1,2709;1,2727;1,2744;1,276;1,2777;1,2794;1,2811;1,2827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
